1.7528 	WARNING 	User requested fullscreen with size [2560 1700], but screen is actually [2560, 1440]. Using actual size
4.2352 	EXP 	MovieStim: opacity = None
4.2352 	EXP 	MovieStim: size = None
4.2352 	EXP 	MovieStim: ori = None
4.2352 	EXP 	MovieStim: autoDraw = None
4.2352 	EXP 	MovieStim: autoDraw = None
4.6470 	DATA 	Mouse: Left button up, pos=(1076,1145)
4.7910 	EXP 	Set  sound=C
4.7926 	EXP 	Set  sound=button.wav
4.7930 	EXP 	Set  sound=bad.wav
4.7931 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7931 	EXP 	Sound  started
4.7946 	EXP 	New trial (rep=0, index=1): {'receivertwo': u'chef', 'soundverb': u'moship', 'verbtwo': u'knockover', 'welcometext': u'hello welcome to the lab. You will be watching videos that will teach us something"', 'actor': u'bandit', 'verb': u'knockover', 'receiver': u'hunter', 'soundreceiver': u'doakla', 'correct': 2, 'soundactor': u'barsu', 'actortwo': u'bandit'}
4.8012 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
4.8012 	EXP 	Sound  started
5.1525 	DATA 	Mouse: Left button down, pos=(884,904)
5.2226 	DATA 	Mouse: Left button up, pos=(884,904)
5.3184 	EXP 	MovieStim: autoDraw = None
5.3184 	EXP 	MovieStim: autoDraw = None
5.3184 	EXP 	MovieStim: autoLog = None
5.3184 	EXP 	MovieStim: units = None
5.3184 	EXP 	Set movie movie=videos/bandit_hunter_knockover.avi
5.3184 	EXP 	MovieStim: pos = None
5.3184 	EXP 	MovieStim: depth = None
5.3184 	EXP 	MovieStim: colorSpace = None
5.3184 	EXP 	MovieStim: opacity = None
5.3184 	EXP 	MovieStim: size = None
5.3184 	EXP 	MovieStim: ori = None
5.3184 	EXP 	MovieStim: autoLog = None
5.3184 	EXP 	MovieStim: units = None
5.3184 	EXP 	Set movie movie=videos/bandit_chef_knockover.avi
5.3184 	EXP 	MovieStim: pos = None
5.3184 	EXP 	MovieStim: depth = None
5.3184 	EXP 	MovieStim: colorSpace = None
5.3184 	EXP 	MovieStim: opacity = None
5.3184 	EXP 	MovieStim: size = None
5.3184 	EXP 	MovieStim: ori = None
5.3184 	EXP 	MovieStim: autoDraw = None
5.3184 	EXP 	MovieStim: autoDraw = None
5.3187 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.3187 	EXP 	Sound  started
5.3368 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.3368 	EXP 	Sound  started
5.3531 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.3531 	EXP 	Sound  started
5.3700 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.3701 	EXP 	Sound  started
5.3863 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.3863 	EXP 	Sound  started
5.4035 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.4035 	EXP 	Sound  started
5.4200 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.4200 	EXP 	Sound  started
5.4368 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.4368 	EXP 	Sound  started
5.4531 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.4531 	EXP 	Sound  started
5.4701 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.4702 	EXP 	Sound  started
5.4865 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.4865 	EXP 	Sound  started
5.5035 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.5035 	EXP 	Sound  started
5.5207 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.5207 	EXP 	Sound  started
5.5372 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.5373 	EXP 	Sound  started
5.5533 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.5534 	EXP 	Sound  started
5.5704 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.5705 	EXP 	Sound  started
5.5866 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.5866 	EXP 	Sound  started
5.6032 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.6032 	EXP 	Sound  started
5.6200 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.6200 	EXP 	Sound  started
5.6373 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.6373 	EXP 	Sound  started
5.6533 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.6533 	EXP 	Sound  started
5.6702 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.6702 	EXP 	Sound  started
5.6866 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.6866 	EXP 	Sound  started
5.7044 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7044 	EXP 	Sound  started
5.7191 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7191 	EXP 	Sound  started
5.7369 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7369 	EXP 	Sound  started
5.7541 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7542 	EXP 	Sound  started
5.7706 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7706 	EXP 	Sound  started
5.7868 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7869 	EXP 	Sound  started
5.8034 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8034 	EXP 	Sound  started
5.8192 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8192 	EXP 	Sound  started
5.8372 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8372 	EXP 	Sound  started
5.8536 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8536 	EXP 	Sound  started
5.8701 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8701 	EXP 	Sound  started
5.8874 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8874 	EXP 	Sound  started
5.9039 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.9039 	EXP 	Sound  started
5.9377 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.9377 	EXP 	Sound  started
5.9537 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.9537 	EXP 	Sound  started
5.9708 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.9708 	EXP 	Sound  started
5.9871 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.9871 	EXP 	Sound  started
6.0036 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.0036 	EXP 	Sound  started
6.0194 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.0194 	EXP 	Sound  started
6.0375 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.0375 	EXP 	Sound  started
6.0537 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.0537 	EXP 	Sound  started
6.0704 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.0704 	EXP 	Sound  started
6.0876 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.0876 	EXP 	Sound  started
6.1044 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.1044 	EXP 	Sound  started
6.1379 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.1379 	EXP 	Sound  started
6.1537 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.1538 	EXP 	Sound  started
6.1712 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.1712 	EXP 	Sound  started
6.1874 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.1875 	EXP 	Sound  started
6.2039 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.2039 	EXP 	Sound  started
6.2377 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.2377 	EXP 	Sound  started
6.2539 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.2539 	EXP 	Sound  started
6.2712 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.2712 	EXP 	Sound  started
6.2873 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.2874 	EXP 	Sound  started
6.3038 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.3038 	EXP 	Sound  started
6.3196 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.3197 	EXP 	Sound  started
6.3370 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.3371 	EXP 	Sound  started
6.3542 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.3542 	EXP 	Sound  started
6.3705 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.3705 	EXP 	Sound  started
6.3874 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.3874 	EXP 	Sound  started
6.4048 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.4048 	EXP 	Sound  started
6.4380 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.4381 	EXP 	Sound  started
6.4542 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.4542 	EXP 	Sound  started
6.4706 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.4706 	EXP 	Sound  started
6.4875 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.4876 	EXP 	Sound  started
6.5040 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.5040 	EXP 	Sound  started
6.5192 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.5192 	EXP 	Sound  started
6.5373 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.5373 	EXP 	Sound  started
6.5549 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.5549 	EXP 	Sound  started
6.5714 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.5714 	EXP 	Sound  started
6.5876 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.5876 	EXP 	Sound  started
6.6040 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.6040 	EXP 	Sound  started
6.6189 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.6189 	EXP 	Sound  started
6.6374 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.6374 	EXP 	Sound  started
6.6544 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.6545 	EXP 	Sound  started
6.6708 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.6708 	EXP 	Sound  started
6.6879 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.6879 	EXP 	Sound  started
6.7042 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.7042 	EXP 	Sound  started
6.7210 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.7210 	EXP 	Sound  started
6.7384 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.7384 	EXP 	Sound  started
6.7545 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.7545 	EXP 	Sound  started
6.7701 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.7701 	EXP 	Sound  started
6.7860 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.7860 	EXP 	Sound  started
6.8027 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.8028 	EXP 	Sound  started
6.8197 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.8197 	EXP 	Sound  started
6.8360 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.8360 	EXP 	Sound  started
6.8527 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.8527 	EXP 	Sound  started
6.8694 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.8694 	EXP 	Sound  started
6.8866 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.8866 	EXP 	Sound  started
6.9028 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.9028 	EXP 	Sound  started
6.9195 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.9195 	EXP 	Sound  started
6.9361 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.9362 	EXP 	Sound  started
6.9533 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.9533 	EXP 	Sound  started
6.9696 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.9697 	EXP 	Sound  started
6.9864 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.9864 	EXP 	Sound  started
7.0031 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.0031 	EXP 	Sound  started
7.0200 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.0200 	EXP 	Sound  started
7.0362 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.0363 	EXP 	Sound  started
7.0529 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.0530 	EXP 	Sound  started
7.0698 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.0698 	EXP 	Sound  started
7.0868 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.0869 	EXP 	Sound  started
7.1032 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.1032 	EXP 	Sound  started
7.1364 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.1364 	EXP 	Sound  started
7.1535 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.1536 	EXP 	Sound  started
7.1699 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.1699 	EXP 	Sound  started
7.1866 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.1866 	EXP 	Sound  started
7.2034 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.2034 	EXP 	Sound  started
7.2202 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.2203 	EXP 	Sound  started
7.2366 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.2366 	EXP 	Sound  started
7.2532 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.2532 	EXP 	Sound  started
7.2699 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.2699 	EXP 	Sound  started
7.2707 	DATA 	Mouse: Left button down, pos=(884,904)
7.2878 	EXP 	Set  sound=bad.wav
7.2879 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.2879 	EXP 	Sound  started
7.2888 	EXP 	New trial (rep=0, index=2): {'receivertwo': u'ref', 'soundverb': u'doakla', 'verbtwo': u'headbutt', 'welcometext': u'hello welcome to the lab. You will be watching videos that will teach us something"', 'actor': u'bandit', 'verb': u'rock', 'receiver': u'ref', 'soundreceiver': u'barsu', 'correct': 2, 'soundactor': u'kyse', 'actortwo': u'bandit'}
7.2950 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.2951 	EXP 	Sound  started
7.6876 	DATA 	Mouse: Left button up, pos=(884,904)
7.8216 	EXP 	MovieStim: autoDraw = None
7.8216 	EXP 	MovieStim: autoDraw = None
7.8216 	EXP 	MovieStim: autoLog = None
7.8216 	EXP 	MovieStim: units = None
7.8216 	EXP 	Set movie movie=videos/bandit_ref_rock.avi
7.8216 	EXP 	MovieStim: pos = None
7.8216 	EXP 	MovieStim: depth = None
7.8216 	EXP 	MovieStim: colorSpace = None
7.8216 	EXP 	MovieStim: opacity = None
7.8216 	EXP 	MovieStim: size = None
7.8216 	EXP 	MovieStim: ori = None
7.8216 	EXP 	MovieStim: autoLog = None
7.8216 	EXP 	MovieStim: units = None
7.8216 	EXP 	Set movie movie=videos/bandit_ref_headbutt.avi
7.8216 	EXP 	MovieStim: pos = None
7.8216 	EXP 	MovieStim: depth = None
7.8216 	EXP 	MovieStim: colorSpace = None
7.8216 	EXP 	MovieStim: opacity = None
7.8216 	EXP 	MovieStim: size = None
7.8216 	EXP 	MovieStim: ori = None
7.8216 	EXP 	MovieStim: autoDraw = None
7.8216 	EXP 	MovieStim: autoDraw = None
7.8220 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.8220 	EXP 	Sound  started
7.8384 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.8384 	EXP 	Sound  started
7.8554 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.8554 	EXP 	Sound  started
7.8719 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.8719 	EXP 	Sound  started
7.8891 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.8892 	EXP 	Sound  started
7.9052 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.9053 	EXP 	Sound  started
7.9226 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.9226 	EXP 	Sound  started
7.9386 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.9386 	EXP 	Sound  started
7.9556 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.9556 	EXP 	Sound  started
7.9719 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.9719 	EXP 	Sound  started
7.9868 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
7.9868 	EXP 	Sound  started
8.0040 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.0040 	EXP 	Sound  started
8.0210 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.0211 	EXP 	Sound  started
8.0374 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.0375 	EXP 	Sound  started
8.0544 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.0544 	EXP 	Sound  started
8.0707 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.0707 	EXP 	Sound  started
8.1039 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.1039 	EXP 	Sound  started
8.1209 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.1210 	EXP 	Sound  started
8.1374 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.1374 	EXP 	Sound  started
8.1533 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.1533 	EXP 	Sound  started
8.1708 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.1708 	EXP 	Sound  started
8.1877 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.1877 	EXP 	Sound  started
8.2042 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.2042 	EXP 	Sound  started
8.2209 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.2209 	EXP 	Sound  started
8.2369 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.2369 	EXP 	Sound  started
8.2536 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.2536 	EXP 	Sound  started
8.2710 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.2710 	EXP 	Sound  started
8.2874 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.2874 	EXP 	Sound  started
8.3042 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.3043 	EXP 	Sound  started
8.3210 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.3210 	EXP 	Sound  started
8.3375 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.3376 	EXP 	Sound  started
8.3544 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.3544 	EXP 	Sound  started
8.3709 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.3709 	EXP 	Sound  started
8.3877 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.3877 	EXP 	Sound  started
8.4042 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.4042 	EXP 	Sound  started
8.4209 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.4209 	EXP 	Sound  started
8.4374 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.4374 	EXP 	Sound  started
8.4540 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.4540 	EXP 	Sound  started
8.4710 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.4710 	EXP 	Sound  started
8.5038 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.5038 	EXP 	Sound  started
8.5210 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.5210 	EXP 	Sound  started
8.5379 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.5379 	EXP 	Sound  started
8.5534 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.5534 	EXP 	Sound  started
8.5708 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.5708 	EXP 	Sound  started
8.5873 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.5873 	EXP 	Sound  started
8.6043 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.6043 	EXP 	Sound  started
8.6204 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.6204 	EXP 	Sound  started
8.6380 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.6380 	EXP 	Sound  started
8.6540 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.6540 	EXP 	Sound  started
8.6710 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.6710 	EXP 	Sound  started
8.6881 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.6881 	EXP 	Sound  started
8.7046 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.7046 	EXP 	Sound  started
8.7205 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.7205 	EXP 	Sound  started
8.7381 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.7381 	EXP 	Sound  started
8.7538 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.7539 	EXP 	Sound  started
8.7714 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.7714 	EXP 	Sound  started
8.7875 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.7875 	EXP 	Sound  started
8.8048 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.8048 	EXP 	Sound  started
8.8209 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.8210 	EXP 	Sound  started
8.8374 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.8374 	EXP 	Sound  started
8.8541 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.8542 	EXP 	Sound  started
8.8716 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.8716 	EXP 	Sound  started
8.9049 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.9049 	EXP 	Sound  started
8.9216 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.9216 	EXP 	Sound  started
8.9383 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.9383 	EXP 	Sound  started
8.9544 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.9544 	EXP 	Sound  started
8.9708 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.9708 	EXP 	Sound  started
8.9879 	EXP 	Set movie finished
8.9881 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
8.9881 	EXP 	Sound  started
9.0048 	EXP 	Set movie paused
9.0051 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.0051 	EXP 	Sound  started
9.0211 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.0211 	EXP 	Sound  started
9.0375 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.0375 	EXP 	Sound  started
9.0546 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.0546 	EXP 	Sound  started
9.0706 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.0706 	EXP 	Sound  started
9.0882 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.0882 	EXP 	Sound  started
9.1047 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.1047 	EXP 	Sound  started
9.1213 	DATA 	Mouse: Left button down, pos=(884,903)
9.1222 	EXP 	Set  sound=bad.wav
9.1223 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.1223 	EXP 	Sound  started
9.1235 	EXP 	Imported images.csv as conditions, 5 conditions, 4 params
9.1237 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
