1.5202 	WARNING 	User requested fullscreen with size [2560 1700], but screen is actually [2560, 1440]. Using actual size
3.1098 	EXP 	MovieStim: autoLog = None
3.1098 	EXP 	MovieStim: units = None
3.1098 	EXP 	Set movie movie=videos/bandit_chef_headbutt.avi
3.1098 	EXP 	MovieStim: pos = None
3.1098 	EXP 	MovieStim: depth = None
3.1098 	EXP 	MovieStim: colorSpace = None
3.1098 	EXP 	MovieStim: opacity = None
3.1098 	EXP 	MovieStim: size = None
3.1098 	EXP 	MovieStim: ori = None
3.1098 	EXP 	MovieStim: autoLog = None
3.1098 	EXP 	MovieStim: units = None
3.1098 	EXP 	Set movie movie=videos/bandit_hunter_rock.avi
3.1098 	EXP 	MovieStim: pos = None
3.1098 	EXP 	MovieStim: depth = None
3.1098 	EXP 	MovieStim: colorSpace = None
3.1098 	EXP 	MovieStim: opacity = None
3.1098 	EXP 	MovieStim: size = None
3.1098 	EXP 	MovieStim: ori = None
3.1098 	EXP 	MovieStim: autoDraw = None
3.1098 	EXP 	MovieStim: autoDraw = None
3.1101 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.1102 	EXP 	Sound  started
3.1245 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.1245 	EXP 	Sound  started
3.1408 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.1408 	EXP 	Sound  started
3.1572 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.1572 	EXP 	Sound  started
3.1744 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.1744 	EXP 	Sound  started
3.1906 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.1906 	EXP 	Sound  started
3.2071 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.2071 	EXP 	Sound  started
3.2239 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.2239 	EXP 	Sound  started
3.2411 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.2411 	EXP 	Sound  started
3.2574 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.2574 	EXP 	Sound  started
3.2742 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.2742 	EXP 	Sound  started
3.2906 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.2906 	EXP 	Sound  started
3.3076 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.3077 	EXP 	Sound  started
3.3239 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.3239 	EXP 	Sound  started
3.3397 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.3398 	EXP 	Sound  started
3.3556 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.3556 	EXP 	Sound  started
3.3725 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.3725 	EXP 	Sound  started
3.3893 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.3894 	EXP 	Sound  started
3.4066 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.4066 	EXP 	Sound  started
3.4225 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.4225 	EXP 	Sound  started
3.4389 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.4390 	EXP 	Sound  started
3.4559 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.4559 	EXP 	Sound  started
3.4723 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.4724 	EXP 	Sound  started
3.4892 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.4892 	EXP 	Sound  started
3.5057 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.5057 	EXP 	Sound  started
3.5224 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.5224 	EXP 	Sound  started
3.5386 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.5386 	EXP 	Sound  started
3.5562 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.5562 	EXP 	Sound  started
3.5726 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.5727 	EXP 	Sound  started
3.5892 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.5892 	EXP 	Sound  started
3.6065 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.6065 	EXP 	Sound  started
3.6230 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.6231 	EXP 	Sound  started
3.6396 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.6396 	EXP 	Sound  started
3.6563 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.6563 	EXP 	Sound  started
3.6730 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.6731 	EXP 	Sound  started
3.6896 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.6896 	EXP 	Sound  started
3.7061 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.7061 	EXP 	Sound  started
3.7230 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.7230 	EXP 	Sound  started
3.7394 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.7394 	EXP 	Sound  started
3.7559 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.7559 	EXP 	Sound  started
3.7725 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.7725 	EXP 	Sound  started
3.7894 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.7894 	EXP 	Sound  started
3.8064 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.8064 	EXP 	Sound  started
3.8228 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.8228 	EXP 	Sound  started
3.8389 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.8389 	EXP 	Sound  started
3.8563 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.8563 	EXP 	Sound  started
3.8724 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.8724 	EXP 	Sound  started
3.8899 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.8900 	EXP 	Sound  started
3.9065 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9065 	EXP 	Sound  started
3.9224 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9224 	EXP 	Sound  started
3.9392 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9393 	EXP 	Sound  started
3.9567 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9568 	EXP 	Sound  started
3.9733 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9733 	EXP 	Sound  started
3.9900 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
3.9900 	EXP 	Sound  started
4.0066 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0066 	EXP 	Sound  started
4.0230 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0230 	EXP 	Sound  started
4.0396 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0396 	EXP 	Sound  started
4.0566 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0566 	EXP 	Sound  started
4.0728 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0728 	EXP 	Sound  started
4.0894 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.0894 	EXP 	Sound  started
4.1069 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.1069 	EXP 	Sound  started
4.1232 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.1233 	EXP 	Sound  started
4.1403 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.1403 	EXP 	Sound  started
4.1568 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.1568 	EXP 	Sound  started
4.1733 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.1733 	EXP 	Sound  started
4.1898 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.1898 	EXP 	Sound  started
4.2061 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.2061 	EXP 	Sound  started
4.2237 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.2237 	EXP 	Sound  started
4.2402 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.2403 	EXP 	Sound  started
4.2568 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.2569 	EXP 	Sound  started
4.2730 	EXP 	Set movie finished
4.2733 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.2733 	EXP 	Sound  started
4.2896 	EXP 	Set movie paused
4.2899 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.2899 	EXP 	Sound  started
4.3064 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3064 	EXP 	Sound  started
4.3229 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3229 	EXP 	Sound  started
4.3401 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3401 	EXP 	Sound  started
4.3567 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3567 	EXP 	Sound  started
4.3732 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3732 	EXP 	Sound  started
4.3897 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3897 	EXP 	Sound  started
4.4063 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4063 	EXP 	Sound  started
4.4239 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4239 	EXP 	Sound  started
4.4403 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4403 	EXP 	Sound  started
4.4568 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4568 	EXP 	Sound  started
4.4739 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4739 	EXP 	Sound  started
4.4904 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4905 	EXP 	Sound  started
4.5069 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5070 	EXP 	Sound  started
4.5237 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5237 	EXP 	Sound  started
4.5402 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5403 	EXP 	Sound  started
4.5567 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5567 	EXP 	Sound  started
4.5732 	EXP 	Set movie finished
4.5735 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5735 	EXP 	Sound  started
4.5898 	EXP 	Set movie paused
4.5901 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5901 	EXP 	Sound  started
4.6074 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6074 	EXP 	Sound  started
4.6239 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6239 	EXP 	Sound  started
4.6404 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6404 	EXP 	Sound  started
4.6566 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6566 	EXP 	Sound  started
4.6737 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6737 	EXP 	Sound  started
4.6906 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6906 	EXP 	Sound  started
4.7074 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7074 	EXP 	Sound  started
4.7243 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7243 	EXP 	Sound  started
4.7401 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7401 	EXP 	Sound  started
4.7570 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7570 	EXP 	Sound  started
4.7738 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7739 	EXP 	Sound  started
4.7911 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7911 	EXP 	Sound  started
4.8069 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8070 	EXP 	Sound  started
4.8238 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8238 	EXP 	Sound  started
4.8407 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8407 	EXP 	Sound  started
4.8576 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8576 	EXP 	Sound  started
4.8744 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8745 	EXP 	Sound  started
4.8904 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8904 	EXP 	Sound  started
4.9071 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9072 	EXP 	Sound  started
4.9240 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9240 	EXP 	Sound  started
4.9407 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9408 	EXP 	Sound  started
4.9577 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9577 	EXP 	Sound  started
4.9746 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9746 	EXP 	Sound  started
4.9905 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9905 	EXP 	Sound  started
5.0073 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0073 	EXP 	Sound  started
5.0241 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0242 	EXP 	Sound  started
5.0406 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0406 	EXP 	Sound  started
5.0580 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0580 	EXP 	Sound  started
5.0739 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0740 	EXP 	Sound  started
5.0912 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0912 	EXP 	Sound  started
5.1081 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1081 	EXP 	Sound  started
5.1240 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1240 	EXP 	Sound  started
5.1409 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1409 	EXP 	Sound  started
5.1579 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1579 	EXP 	Sound  started
5.1746 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1746 	EXP 	Sound  started
5.1905 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1906 	EXP 	Sound  started
5.2075 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2075 	EXP 	Sound  started
5.2243 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2243 	EXP 	Sound  started
5.2412 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2412 	EXP 	Sound  started
5.2580 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2581 	EXP 	Sound  started
5.2739 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2739 	EXP 	Sound  started
5.2908 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2908 	EXP 	Sound  started
5.3074 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3074 	EXP 	Sound  started
5.3239 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3239 	EXP 	Sound  started
5.3408 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3408 	EXP 	Sound  started
5.3577 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3578 	EXP 	Sound  started
5.3746 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3746 	EXP 	Sound  started
5.3916 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3916 	EXP 	Sound  started
5.4078 	DATA 	Mouse: Left button down, pos=(1530,925)
5.7552 	DATA 	Mouse: Left button up, pos=(1530,925)
6.9542 	EXP 	Set  sound=C
6.9592 	EXP 	Set  sound=button.wav
6.9596 	EXP 	Set  sound=bad.wav
6.9597 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9598 	EXP 	Sound  started
6.9611 	EXP 	New trial (rep=0, index=1): {'receivertwo': u'chef', 'soundverb': u'moship', 'verbtwo': u'knockover', 'welcometext': u'My name is alien the alien and I will be showing you some experiments today', 'actor': u'bandit', 'verb': u'knockover', 'receiver': u'hunter', 'soundreceiver': u'doakla', 'correct': 2, 'soundactor': u'barsu', 'actortwo': u'bandit'}
6.9671 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.9671 	EXP 	Sound  started
7.4944 	EXP 	MovieStim: autoDraw = None
7.4944 	EXP 	MovieStim: autoDraw = None
7.4944 	EXP 	MovieStim: autoLog = None
7.4944 	EXP 	MovieStim: units = None
7.4944 	EXP 	Set movie movie=videos/bandit_hunter_knockover.avi
7.4944 	EXP 	MovieStim: pos = None
7.4944 	EXP 	MovieStim: depth = None
7.4944 	EXP 	MovieStim: colorSpace = None
7.4944 	EXP 	MovieStim: opacity = None
7.4944 	EXP 	MovieStim: size = None
7.4944 	EXP 	MovieStim: ori = None
7.4944 	EXP 	MovieStim: autoLog = None
7.4944 	EXP 	MovieStim: units = None
7.4944 	EXP 	Set movie movie=videos/bandit_chef_knockover.avi
7.4944 	EXP 	MovieStim: pos = None
7.4944 	EXP 	MovieStim: depth = None
7.4944 	EXP 	MovieStim: colorSpace = None
7.4944 	EXP 	MovieStim: opacity = None
7.4944 	EXP 	MovieStim: size = None
7.4944 	EXP 	MovieStim: ori = None
7.4944 	EXP 	MovieStim: autoDraw = None
7.4944 	EXP 	MovieStim: autoDraw = None
7.4947 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.4947 	EXP 	Sound  started
7.5107 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.5107 	EXP 	Sound  started
7.5279 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.5279 	EXP 	Sound  started
7.5439 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.5439 	EXP 	Sound  started
7.5608 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.5609 	EXP 	Sound  started
7.5773 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.5773 	EXP 	Sound  started
7.5939 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.5939 	EXP 	Sound  started
7.6106 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.6106 	EXP 	Sound  started
7.6277 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.6277 	EXP 	Sound  started
7.6440 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.6440 	EXP 	Sound  started
7.6611 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.6611 	EXP 	Sound  started
7.6773 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.6773 	EXP 	Sound  started
7.6940 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.6940 	EXP 	Sound  started
7.7108 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.7109 	EXP 	Sound  started
7.7282 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.7282 	EXP 	Sound  started
7.7440 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.7441 	EXP 	Sound  started
7.7615 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.7615 	EXP 	Sound  started
7.7772 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.7772 	EXP 	Sound  started
7.7927 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.7927 	EXP 	Sound  started
7.8098 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.8098 	EXP 	Sound  started
7.8257 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.8257 	EXP 	Sound  started
7.8424 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.8424 	EXP 	Sound  started
7.8591 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.8591 	EXP 	Sound  started
7.8762 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.8762 	EXP 	Sound  started
7.8935 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.8935 	EXP 	Sound  started
7.9093 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.9093 	EXP 	Sound  started
7.9264 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.9265 	EXP 	Sound  started
7.9428 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.9428 	EXP 	Sound  started
7.9592 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.9592 	EXP 	Sound  started
7.9761 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.9761 	EXP 	Sound  started
7.9927 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
7.9928 	EXP 	Sound  started
8.0094 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.0094 	EXP 	Sound  started
8.0259 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.0259 	EXP 	Sound  started
8.0426 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.0427 	EXP 	Sound  started
8.0599 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.0599 	EXP 	Sound  started
8.0763 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.0763 	EXP 	Sound  started
8.1098 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.1098 	EXP 	Sound  started
8.1267 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.1268 	EXP 	Sound  started
8.1431 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.1431 	EXP 	Sound  started
8.1595 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.1595 	EXP 	Sound  started
8.1762 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.1763 	EXP 	Sound  started
8.1935 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.1936 	EXP 	Sound  started
8.2098 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.2099 	EXP 	Sound  started
8.2262 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.2263 	EXP 	Sound  started
8.2429 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.2429 	EXP 	Sound  started
8.2603 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.2603 	EXP 	Sound  started
8.2766 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.2766 	EXP 	Sound  started
8.2928 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.2928 	EXP 	Sound  started
8.3097 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.3097 	EXP 	Sound  started
8.3270 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.3270 	EXP 	Sound  started
8.3433 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.3434 	EXP 	Sound  started
8.3601 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.3601 	EXP 	Sound  started
8.3771 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.3771 	EXP 	Sound  started
8.3934 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.3934 	EXP 	Sound  started
8.4102 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.4102 	EXP 	Sound  started
8.4264 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.4264 	EXP 	Sound  started
8.4432 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.4432 	EXP 	Sound  started
8.4605 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.4606 	EXP 	Sound  started
8.4769 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.4769 	EXP 	Sound  started
8.4933 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.4933 	EXP 	Sound  started
8.5100 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.5100 	EXP 	Sound  started
8.5273 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.5273 	EXP 	Sound  started
8.5438 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.5438 	EXP 	Sound  started
8.5598 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.5598 	EXP 	Sound  started
8.5768 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.5768 	EXP 	Sound  started
8.5937 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.5938 	EXP 	Sound  started
8.6105 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.6105 	EXP 	Sound  started
8.6267 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.6268 	EXP 	Sound  started
8.6435 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.6435 	EXP 	Sound  started
8.6608 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.6608 	EXP 	Sound  started
8.6772 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.6772 	EXP 	Sound  started
8.6941 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
8.6941 	EXP 	Sound  started
