2.9609 	WARNING 	User requested fullscreen with size [2560 1700], but screen is actually [2560, 1440]. Using actual size
7.8631 	EXP 	Sound  started
7.8794 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.8794 	EXP 	Sound  started
7.8958 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.8958 	EXP 	Sound  started
7.9126 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9126 	EXP 	Sound  started
7.9291 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9291 	EXP 	Sound  started
7.9465 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9465 	EXP 	Sound  started
7.9629 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9629 	EXP 	Sound  started
7.9793 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9794 	EXP 	Sound  started
7.9957 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9957 	EXP 	Sound  started
8.0130 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0130 	EXP 	Sound  started
8.0295 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0295 	EXP 	Sound  started
8.0459 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0459 	EXP 	Sound  started
8.0632 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0632 	EXP 	Sound  started
8.0795 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0795 	EXP 	Sound  started
8.0959 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0959 	EXP 	Sound  started
8.1132 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1132 	EXP 	Sound  started
8.1295 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1296 	EXP 	Sound  started
8.1461 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1461 	EXP 	Sound  started
8.1627 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1627 	EXP 	Sound  started
8.1799 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1799 	EXP 	Sound  started
8.1961 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1961 	EXP 	Sound  started
8.2132 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2133 	EXP 	Sound  started
8.2295 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2295 	EXP 	Sound  started
8.2461 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2461 	EXP 	Sound  started
8.2626 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2626 	EXP 	Sound  started
8.2799 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2799 	EXP 	Sound  started
8.2963 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2963 	EXP 	Sound  started
8.3131 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3131 	EXP 	Sound  started
8.3295 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3295 	EXP 	Sound  started
8.3468 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3468 	EXP 	Sound  started
8.3631 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3631 	EXP 	Sound  started
8.3795 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3795 	EXP 	Sound  started
8.3960 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3961 	EXP 	Sound  started
8.4133 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4133 	EXP 	Sound  started
8.4297 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4297 	EXP 	Sound  started
8.4471 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4471 	EXP 	Sound  started
8.4637 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4637 	EXP 	Sound  started
8.4797 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4798 	EXP 	Sound  started
8.4965 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4965 	EXP 	Sound  started
8.5131 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.5132 	EXP 	Sound  started
8.5298 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.5298 	EXP 	Sound  started
8.5465 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.5466 	EXP 	Sound  started
8.5633 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.5634 	EXP 	Sound  started
8.5800 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.5800 	EXP 	Sound  started
8.5966 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.5966 	EXP 	Sound  started
8.6134 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.6134 	EXP 	Sound  started
8.6301 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.6301 	EXP 	Sound  started
8.6468 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.6468 	EXP 	Sound  started
8.6635 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.6635 	EXP 	Sound  started
8.6817 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.6817 	EXP 	Sound  started
8.6984 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.6984 	EXP 	Sound  started
8.7150 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.7150 	EXP 	Sound  started
8.7319 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.7319 	EXP 	Sound  started
8.7484 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.7484 	EXP 	Sound  started
8.7653 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.7654 	EXP 	Sound  started
8.7818 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.7818 	EXP 	Sound  started
8.7984 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.7984 	EXP 	Sound  started
8.8153 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.8154 	EXP 	Sound  started
8.8321 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.8322 	EXP 	Sound  started
8.8484 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.8485 	EXP 	Sound  started
8.8654 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.8654 	EXP 	Sound  started
8.8823 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.8823 	EXP 	Sound  started
8.8987 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.8987 	EXP 	Sound  started
8.9155 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.9155 	EXP 	Sound  started
8.9320 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.9320 	EXP 	Sound  started
8.9489 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.9489 	EXP 	Sound  started
8.9653 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.9653 	EXP 	Sound  started
8.9823 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.9823 	EXP 	Sound  started
8.9986 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.9987 	EXP 	Sound  started
9.0154 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.0154 	EXP 	Sound  started
9.0322 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.0322 	EXP 	Sound  started
9.0491 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.0491 	EXP 	Sound  started
9.0653 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.0653 	EXP 	Sound  started
9.0823 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.0823 	EXP 	Sound  started
9.0990 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.0990 	EXP 	Sound  started
9.1154 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.1154 	EXP 	Sound  started
9.1323 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.1323 	EXP 	Sound  started
9.1492 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.1492 	EXP 	Sound  started
9.1655 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.1655 	EXP 	Sound  started
9.1821 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.1821 	EXP 	Sound  started
9.1989 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.1989 	EXP 	Sound  started
9.2158 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.2158 	EXP 	Sound  started
9.2321 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.2322 	EXP 	Sound  started
9.2490 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.2490 	EXP 	Sound  started
9.2658 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.2658 	EXP 	Sound  started
9.2823 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.2823 	EXP 	Sound  started
9.2991 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.2991 	EXP 	Sound  started
9.3157 	DATA 	Keypress: escape
9.3164 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
9.3164 	EXP 	Sound  started
