2.1766 	WARNING 	User requested fullscreen with size [2560 1700], but screen is actually [2560, 1440]. Using actual size
4.2571 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.2571 	EXP 	Sound  started
4.2742 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.2743 	EXP 	Sound  started
4.2913 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.2913 	EXP 	Sound  started
4.3071 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3071 	EXP 	Sound  started
4.3239 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3239 	EXP 	Sound  started
4.3412 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3412 	EXP 	Sound  started
4.3573 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3574 	EXP 	Sound  started
4.3749 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3750 	EXP 	Sound  started
4.3909 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3909 	EXP 	Sound  started
4.4078 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4078 	EXP 	Sound  started
4.4247 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4247 	EXP 	Sound  started
4.4406 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4406 	EXP 	Sound  started
4.4574 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4574 	EXP 	Sound  started
4.4740 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4740 	EXP 	Sound  started
4.4912 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4912 	EXP 	Sound  started
4.5081 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5081 	EXP 	Sound  started
4.5240 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5240 	EXP 	Sound  started
4.5410 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5411 	EXP 	Sound  started
4.5579 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5579 	EXP 	Sound  started
4.5748 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5749 	EXP 	Sound  started
4.5907 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5907 	EXP 	Sound  started
4.6082 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6082 	EXP 	Sound  started
4.6241 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6242 	EXP 	Sound  started
4.6410 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6411 	EXP 	Sound  started
4.6579 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6579 	EXP 	Sound  started
4.6741 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6741 	EXP 	Sound  started
4.6917 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6917 	EXP 	Sound  started
4.7075 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7075 	EXP 	Sound  started
4.7243 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7243 	EXP 	Sound  started
4.7412 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7412 	EXP 	Sound  started
4.7580 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7580 	EXP 	Sound  started
4.7750 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7750 	EXP 	Sound  started
4.7908 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7908 	EXP 	Sound  started
4.8081 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8081 	EXP 	Sound  started
4.8244 	EXP 	Set movie finished
4.8247 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8247 	EXP 	Sound  started
4.8412 	EXP 	Set movie paused
4.8414 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8415 	EXP 	Sound  started
4.8583 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8583 	EXP 	Sound  started
4.8742 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8742 	EXP 	Sound  started
4.8911 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8911 	EXP 	Sound  started
4.9080 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9080 	EXP 	Sound  started
4.9249 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9249 	EXP 	Sound  started
4.9418 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9418 	EXP 	Sound  started
4.9575 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9575 	EXP 	Sound  started
4.9744 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9745 	EXP 	Sound  started
4.9913 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9913 	EXP 	Sound  started
5.0082 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0083 	EXP 	Sound  started
5.0245 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0246 	EXP 	Sound  started
5.0414 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0414 	EXP 	Sound  started
5.0581 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0581 	EXP 	Sound  started
5.0753 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0754 	EXP 	Sound  started
5.0912 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0912 	EXP 	Sound  started
5.1079 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1079 	EXP 	Sound  started
5.1245 	EXP 	Set movie finished
5.1248 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1248 	EXP 	Sound  started
5.1414 	EXP 	Set movie paused
5.1417 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1417 	EXP 	Sound  started
5.1585 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1585 	EXP 	Sound  started
5.1754 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1754 	EXP 	Sound  started
5.1913 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1913 	EXP 	Sound  started
5.2082 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2082 	EXP 	Sound  started
5.2248 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2248 	EXP 	Sound  started
5.2417 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2417 	EXP 	Sound  started
5.2586 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2586 	EXP 	Sound  started
5.2745 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2745 	EXP 	Sound  started
5.2914 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2914 	EXP 	Sound  started
5.3083 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3083 	EXP 	Sound  started
5.3251 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3252 	EXP 	Sound  started
5.3412 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3412 	EXP 	Sound  started
5.3581 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3581 	EXP 	Sound  started
5.3755 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3755 	EXP 	Sound  started
5.3913 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3913 	EXP 	Sound  started
5.4100 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4100 	EXP 	Sound  started
5.4268 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4268 	EXP 	Sound  started
5.4430 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4430 	EXP 	Sound  started
5.4600 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4600 	EXP 	Sound  started
5.4762 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4763 	EXP 	Sound  started
5.4930 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4931 	EXP 	Sound  started
5.5103 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5103 	EXP 	Sound  started
5.5266 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5266 	EXP 	Sound  started
5.5429 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5429 	EXP 	Sound  started
5.5600 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5601 	EXP 	Sound  started
5.5765 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5765 	EXP 	Sound  started
5.5937 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5937 	EXP 	Sound  started
5.6104 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6105 	EXP 	Sound  started
5.6266 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6266 	EXP 	Sound  started
5.6431 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6431 	EXP 	Sound  started
5.6604 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6604 	EXP 	Sound  started
5.6771 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6771 	EXP 	Sound  started
5.6931 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6931 	EXP 	Sound  started
5.7102 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7102 	EXP 	Sound  started
5.7269 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7269 	EXP 	Sound  started
5.7432 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7433 	EXP 	Sound  started
5.7602 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7602 	EXP 	Sound  started
5.7765 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7766 	EXP 	Sound  started
5.7938 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7938 	EXP 	Sound  started
5.8098 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8098 	EXP 	Sound  started
5.8269 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8269 	EXP 	Sound  started
5.8433 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8433 	EXP 	Sound  started
5.8604 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8605 	EXP 	Sound  started
5.8772 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8772 	EXP 	Sound  started
5.8935 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8935 	EXP 	Sound  started
5.9099 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9099 	EXP 	Sound  started
5.9270 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9270 	EXP 	Sound  started
5.9433 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9433 	EXP 	Sound  started
5.9605 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9605 	EXP 	Sound  started
5.9768 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9768 	EXP 	Sound  started
5.9940 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9941 	EXP 	Sound  started
6.0102 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0102 	EXP 	Sound  started
6.0269 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0269 	EXP 	Sound  started
6.0434 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0434 	EXP 	Sound  started
6.0606 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0606 	EXP 	Sound  started
6.0767 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0767 	EXP 	Sound  started
6.0939 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0939 	EXP 	Sound  started
6.1101 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1101 	EXP 	Sound  started
6.1272 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1272 	EXP 	Sound  started
6.1435 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1436 	EXP 	Sound  started
6.1607 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1608 	EXP 	Sound  started
6.1769 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1769 	EXP 	Sound  started
6.1941 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1942 	EXP 	Sound  started
6.2104 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2104 	EXP 	Sound  started
6.2268 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2268 	EXP 	Sound  started
6.2439 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2439 	EXP 	Sound  started
6.2604 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2604 	EXP 	Sound  started
6.2776 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2776 	EXP 	Sound  started
6.2935 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2935 	EXP 	Sound  started
6.3107 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3107 	EXP 	Sound  started
6.3270 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3270 	EXP 	Sound  started
6.3440 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3441 	EXP 	Sound  started
6.3603 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3604 	EXP 	Sound  started
6.3778 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3778 	EXP 	Sound  started
6.3938 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3938 	EXP 	Sound  started
6.4103 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4103 	EXP 	Sound  started
6.4275 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4275 	EXP 	Sound  started
6.4438 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4438 	EXP 	Sound  started
6.4610 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4610 	EXP 	Sound  started
6.4772 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4773 	EXP 	Sound  started
6.4937 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4937 	EXP 	Sound  started
6.5108 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5108 	EXP 	Sound  started
6.5275 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5276 	EXP 	Sound  started
6.5439 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5439 	EXP 	Sound  started
6.5611 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5611 	EXP 	Sound  started
6.5773 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5773 	EXP 	Sound  started
6.5938 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5938 	EXP 	Sound  started
6.6108 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6108 	EXP 	Sound  started
6.6272 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6272 	EXP 	Sound  started
6.6443 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6443 	EXP 	Sound  started
6.6606 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6606 	EXP 	Sound  started
6.6773 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6774 	EXP 	Sound  started
6.6945 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6946 	EXP 	Sound  started
6.7108 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7108 	EXP 	Sound  started
6.7272 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7272 	EXP 	Sound  started
6.7445 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7445 	EXP 	Sound  started
6.7607 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7607 	EXP 	Sound  started
6.7780 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7781 	EXP 	Sound  started
6.7947 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7947 	EXP 	Sound  started
6.8109 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8109 	EXP 	Sound  started
6.8273 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8274 	EXP 	Sound  started
6.8447 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8447 	EXP 	Sound  started
6.8607 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8608 	EXP 	Sound  started
6.8773 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8774 	EXP 	Sound  started
6.8946 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8946 	EXP 	Sound  started
6.9110 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9110 	EXP 	Sound  started
6.9273 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9273 	EXP 	Sound  started
6.9443 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9443 	EXP 	Sound  started
6.9608 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9608 	EXP 	Sound  started
6.9776 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9776 	EXP 	Sound  started
6.9947 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9948 	EXP 	Sound  started
7.0109 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0109 	EXP 	Sound  started
7.0282 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0282 	EXP 	Sound  started
7.0447 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0447 	EXP 	Sound  started
7.0616 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0616 	EXP 	Sound  started
7.0777 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0777 	EXP 	Sound  started
7.0949 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0949 	EXP 	Sound  started
7.1111 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1111 	EXP 	Sound  started
7.1274 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1274 	EXP 	Sound  started
7.1447 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1447 	EXP 	Sound  started
7.1610 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1610 	EXP 	Sound  started
7.1782 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1783 	EXP 	Sound  started
7.1944 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1944 	EXP 	Sound  started
7.2114 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2114 	EXP 	Sound  started
7.2276 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2277 	EXP 	Sound  started
7.2448 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2448 	EXP 	Sound  started
7.2611 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2611 	EXP 	Sound  started
7.2785 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2785 	EXP 	Sound  started
7.2946 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2947 	EXP 	Sound  started
7.3110 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3110 	EXP 	Sound  started
7.3277 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3277 	EXP 	Sound  started
7.3448 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3448 	EXP 	Sound  started
7.3613 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3613 	EXP 	Sound  started
7.3778 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3778 	EXP 	Sound  started
7.3949 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3949 	EXP 	Sound  started
7.4112 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4112 	EXP 	Sound  started
7.4285 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4285 	EXP 	Sound  started
7.4450 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4450 	EXP 	Sound  started
7.4612 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4613 	EXP 	Sound  started
7.4784 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4785 	EXP 	Sound  started
7.4946 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4946 	EXP 	Sound  started
7.5119 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5119 	EXP 	Sound  started
7.5280 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5280 	EXP 	Sound  started
7.5450 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5451 	EXP 	Sound  started
7.5614 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5614 	EXP 	Sound  started
7.5786 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5787 	EXP 	Sound  started
7.5948 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5948 	EXP 	Sound  started
7.6112 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.6113 	EXP 	Sound  started
