1.9429 	EXP 	Imported test.csv as conditions, 3 conditions, 3 params
12.6593 	EXP 	MovieStim: autoDraw = None
12.6593 	EXP 	MovieStim: autoDraw = None
12.6593 	EXP 	MovieStim: autoLog = None
12.6593 	EXP 	MovieStim: units = None
12.6593 	EXP 	Set movie movie=videos/bandit_ref_rock.avi
12.6593 	EXP 	MovieStim: pos = None
12.6593 	EXP 	MovieStim: depth = None
12.6593 	EXP 	MovieStim: colorSpace = None
12.6593 	EXP 	MovieStim: opacity = None
12.6593 	EXP 	MovieStim: size = None
12.6593 	EXP 	MovieStim: ori = None
12.6593 	EXP 	MovieStim: autoLog = None
12.6593 	EXP 	MovieStim: units = None
12.6593 	EXP 	Set movie_2 movie=videos/bandit_ref_rock.avi
12.6593 	EXP 	MovieStim: pos = None
12.6593 	EXP 	MovieStim: depth = None
12.6593 	EXP 	MovieStim: colorSpace = None
12.6593 	EXP 	MovieStim: opacity = None
12.6593 	EXP 	MovieStim: size = None
12.6593 	EXP 	MovieStim: ori = None
12.6593 	EXP 	MovieStim: autoDraw = None
12.6593 	EXP 	MovieStim: autoDraw = None
17.4526 	DATA 	Keypress: left
17.6540 	EXP 	Set movie finished
17.6540 	EXP 	Set movie_2 finished
17.6546 	EXP 	Set  sound=bad.wav
17.6551 	EXP 	New trial (rep=1, index=0): {'verb': u'headbutt', 'actor': u'bandit', 'reciever': u'chef'}
17.6908 	EXP 	MovieStim: autoDraw = None
17.6908 	EXP 	MovieStim: autoDraw = None
17.6908 	EXP 	MovieStim: autoLog = None
17.6908 	EXP 	MovieStim: units = None
17.6908 	EXP 	Set movie movie=videos/bandit_chef_headbutt.avi
17.6908 	EXP 	MovieStim: pos = None
17.6908 	EXP 	MovieStim: depth = None
17.6908 	EXP 	MovieStim: colorSpace = None
17.6908 	EXP 	MovieStim: opacity = None
17.6908 	EXP 	MovieStim: size = None
17.6908 	EXP 	MovieStim: ori = None
17.6908 	EXP 	MovieStim: autoLog = None
17.6908 	EXP 	MovieStim: units = None
17.6908 	EXP 	Set movie_2 movie=videos/bandit_chef_headbutt.avi
17.6908 	EXP 	MovieStim: pos = None
17.6908 	EXP 	MovieStim: depth = None
17.6908 	EXP 	MovieStim: colorSpace = None
17.6908 	EXP 	MovieStim: opacity = None
17.6908 	EXP 	MovieStim: size = None
17.6908 	EXP 	MovieStim: ori = None
17.6908 	EXP 	MovieStim: autoDraw = None
17.6908 	EXP 	MovieStim: autoDraw = None
22.4783 	DATA 	Keypress: left
22.4784 	DATA 	Keypress: escape
