2.8301 	WARNING 	User requested fullscreen with size [2560 1700], but screen is actually [2560, 1440]. Using actual size
4.7778 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7779 	EXP 	Sound  started
4.7954 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.7954 	EXP 	Sound  started
4.8113 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8113 	EXP 	Sound  started
4.8285 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8285 	EXP 	Sound  started
4.8453 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8453 	EXP 	Sound  started
4.8607 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8607 	EXP 	Sound  started
4.8782 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8782 	EXP 	Sound  started
4.8946 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.8946 	EXP 	Sound  started
4.9111 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9111 	EXP 	Sound  started
4.9278 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9278 	EXP 	Sound  started
4.9451 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9451 	EXP 	Sound  started
4.9618 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9618 	EXP 	Sound  started
4.9785 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9785 	EXP 	Sound  started
4.9944 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.9944 	EXP 	Sound  started
5.0110 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0110 	EXP 	Sound  started
5.0286 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0286 	EXP 	Sound  started
5.0454 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0454 	EXP 	Sound  started
5.0615 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0615 	EXP 	Sound  started
5.0782 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0783 	EXP 	Sound  started
5.0947 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.0948 	EXP 	Sound  started
5.1114 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1114 	EXP 	Sound  started
5.1285 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1285 	EXP 	Sound  started
5.1454 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1454 	EXP 	Sound  started
5.1619 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1619 	EXP 	Sound  started
5.1781 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1781 	EXP 	Sound  started
5.1950 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1950 	EXP 	Sound  started
5.2120 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2120 	EXP 	Sound  started
5.2285 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2285 	EXP 	Sound  started
5.2455 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2456 	EXP 	Sound  started
5.2615 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2615 	EXP 	Sound  started
5.2781 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2781 	EXP 	Sound  started
5.2955 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.2956 	EXP 	Sound  started
5.3122 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3122 	EXP 	Sound  started
5.3281 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3282 	EXP 	Sound  started
5.3454 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3455 	EXP 	Sound  started
5.3621 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3621 	EXP 	Sound  started
5.3787 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3787 	EXP 	Sound  started
5.3947 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.3947 	EXP 	Sound  started
5.4116 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4117 	EXP 	Sound  started
5.4282 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4282 	EXP 	Sound  started
5.4452 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4452 	EXP 	Sound  started
5.4620 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4620 	EXP 	Sound  started
5.4780 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4781 	EXP 	Sound  started
5.4957 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.4958 	EXP 	Sound  started
5.5120 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5120 	EXP 	Sound  started
5.5287 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5287 	EXP 	Sound  started
5.5456 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5456 	EXP 	Sound  started
5.5624 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5625 	EXP 	Sound  started
5.5785 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5785 	EXP 	Sound  started
5.5948 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.5949 	EXP 	Sound  started
5.6121 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6121 	EXP 	Sound  started
5.6286 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6287 	EXP 	Sound  started
5.6457 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6458 	EXP 	Sound  started
5.6619 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6619 	EXP 	Sound  started
5.6787 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6787 	EXP 	Sound  started
5.6953 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.6953 	EXP 	Sound  started
5.7121 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7122 	EXP 	Sound  started
5.7286 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7286 	EXP 	Sound  started
5.7459 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7459 	EXP 	Sound  started
5.7624 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7625 	EXP 	Sound  started
5.7791 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7792 	EXP 	Sound  started
5.7957 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.7957 	EXP 	Sound  started
5.8120 	EXP 	Set movie finished
5.8122 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8122 	EXP 	Sound  started
5.8280 	EXP 	Set movie paused
5.8283 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8283 	EXP 	Sound  started
5.8458 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8459 	EXP 	Sound  started
5.8622 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8622 	EXP 	Sound  started
5.8787 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8788 	EXP 	Sound  started
5.8954 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.8954 	EXP 	Sound  started
5.9119 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9119 	EXP 	Sound  started
5.9290 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9290 	EXP 	Sound  started
5.9458 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9458 	EXP 	Sound  started
5.9640 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9640 	EXP 	Sound  started
5.9788 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9789 	EXP 	Sound  started
5.9962 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.9962 	EXP 	Sound  started
6.0124 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0124 	EXP 	Sound  started
6.0292 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0293 	EXP 	Sound  started
6.0461 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0461 	EXP 	Sound  started
6.0622 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0623 	EXP 	Sound  started
6.0791 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0791 	EXP 	Sound  started
6.0954 	EXP 	Set movie finished
6.0957 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.0957 	EXP 	Sound  started
6.1124 	EXP 	Set movie paused
6.1126 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1127 	EXP 	Sound  started
6.1296 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1296 	EXP 	Sound  started
6.1465 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1465 	EXP 	Sound  started
6.1625 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1625 	EXP 	Sound  started
6.1794 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1794 	EXP 	Sound  started
6.1963 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.1964 	EXP 	Sound  started
6.2130 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2131 	EXP 	Sound  started
6.2300 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2300 	EXP 	Sound  started
6.2463 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2463 	EXP 	Sound  started
6.2633 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2633 	EXP 	Sound  started
6.2793 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2793 	EXP 	Sound  started
6.2962 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.2962 	EXP 	Sound  started
6.3130 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3131 	EXP 	Sound  started
6.3300 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3300 	EXP 	Sound  started
6.3458 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3458 	EXP 	Sound  started
6.3627 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3628 	EXP 	Sound  started
6.3797 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3797 	EXP 	Sound  started
6.3966 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.3966 	EXP 	Sound  started
6.4124 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4125 	EXP 	Sound  started
6.4293 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4294 	EXP 	Sound  started
6.4462 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4462 	EXP 	Sound  started
6.4631 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4632 	EXP 	Sound  started
6.4800 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4800 	EXP 	Sound  started
6.4959 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.4960 	EXP 	Sound  started
6.5129 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5129 	EXP 	Sound  started
6.5299 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5299 	EXP 	Sound  started
6.5467 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5468 	EXP 	Sound  started
6.5627 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5627 	EXP 	Sound  started
6.5795 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5795 	EXP 	Sound  started
6.5964 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.5964 	EXP 	Sound  started
6.6133 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6133 	EXP 	Sound  started
6.6302 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6302 	EXP 	Sound  started
6.6462 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6462 	EXP 	Sound  started
6.6629 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6629 	EXP 	Sound  started
6.6798 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6798 	EXP 	Sound  started
6.6971 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.6972 	EXP 	Sound  started
6.7130 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7131 	EXP 	Sound  started
6.7302 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7302 	EXP 	Sound  started
6.7459 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7459 	EXP 	Sound  started
6.7628 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7628 	EXP 	Sound  started
6.7803 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7803 	EXP 	Sound  started
6.7965 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.7965 	EXP 	Sound  started
6.8135 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8135 	EXP 	Sound  started
6.8303 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8303 	EXP 	Sound  started
6.8463 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8463 	EXP 	Sound  started
6.8631 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8632 	EXP 	Sound  started
6.8800 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8801 	EXP 	Sound  started
6.8968 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.8968 	EXP 	Sound  started
6.9135 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9136 	EXP 	Sound  started
6.9304 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9304 	EXP 	Sound  started
6.9463 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9463 	EXP 	Sound  started
6.9632 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9632 	EXP 	Sound  started
6.9815 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9815 	EXP 	Sound  started
6.9978 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
6.9979 	EXP 	Sound  started
7.0154 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0154 	EXP 	Sound  started
7.0318 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0318 	EXP 	Sound  started
7.0481 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0481 	EXP 	Sound  started
7.0645 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0646 	EXP 	Sound  started
7.0819 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0819 	EXP 	Sound  started
7.0981 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.0981 	EXP 	Sound  started
7.1146 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1146 	EXP 	Sound  started
7.1321 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1321 	EXP 	Sound  started
7.1485 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1485 	EXP 	Sound  started
7.1646 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1647 	EXP 	Sound  started
7.1823 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1823 	EXP 	Sound  started
7.1986 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.1986 	EXP 	Sound  started
7.2148 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2148 	EXP 	Sound  started
7.2323 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2323 	EXP 	Sound  started
7.2483 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2483 	EXP 	Sound  started
7.2647 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2647 	EXP 	Sound  started
7.2814 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2814 	EXP 	Sound  started
7.2987 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.2988 	EXP 	Sound  started
7.3150 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3150 	EXP 	Sound  started
7.3314 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3315 	EXP 	Sound  started
7.3489 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3489 	EXP 	Sound  started
7.3654 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3654 	EXP 	Sound  started
7.3817 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3817 	EXP 	Sound  started
7.3986 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.3986 	EXP 	Sound  started
7.4149 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4149 	EXP 	Sound  started
7.4322 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4322 	EXP 	Sound  started
7.4486 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4486 	EXP 	Sound  started
7.4650 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4650 	EXP 	Sound  started
7.4824 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4825 	EXP 	Sound  started
7.4989 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.4989 	EXP 	Sound  started
7.5153 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5153 	EXP 	Sound  started
7.5316 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5317 	EXP 	Sound  started
7.5492 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5493 	EXP 	Sound  started
7.5657 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5657 	EXP 	Sound  started
7.5820 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5820 	EXP 	Sound  started
7.5984 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.5984 	EXP 	Sound  started
7.6158 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.6158 	EXP 	Sound  started
7.6321 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.6321 	EXP 	Sound  started
7.6484 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.6484 	EXP 	Sound  started
7.6658 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.6659 	EXP 	Sound  started
7.6821 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.6821 	EXP 	Sound  started
7.6985 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.6985 	EXP 	Sound  started
7.7159 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.7159 	EXP 	Sound  started
7.7324 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.7324 	EXP 	Sound  started
7.7483 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.7483 	EXP 	Sound  started
7.7657 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.7657 	EXP 	Sound  started
7.7818 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.7818 	EXP 	Sound  started
7.7992 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.7993 	EXP 	Sound  started
7.8151 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.8151 	EXP 	Sound  started
7.8325 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.8325 	EXP 	Sound  started
7.8488 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.8488 	EXP 	Sound  started
7.8652 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.8652 	EXP 	Sound  started
7.8826 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.8826 	EXP 	Sound  started
7.8991 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.8991 	EXP 	Sound  started
7.9158 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9158 	EXP 	Sound  started
7.9326 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9326 	EXP 	Sound  started
7.9489 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9489 	EXP 	Sound  started
7.9653 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9653 	EXP 	Sound  started
7.9826 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9826 	EXP 	Sound  started
7.9989 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
7.9989 	EXP 	Sound  started
8.0152 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0152 	EXP 	Sound  started
8.0326 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0326 	EXP 	Sound  started
8.0488 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0488 	EXP 	Sound  started
8.0662 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0662 	EXP 	Sound  started
8.0823 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0823 	EXP 	Sound  started
8.0988 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.0988 	EXP 	Sound  started
8.1161 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1161 	EXP 	Sound  started
8.1329 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1329 	EXP 	Sound  started
8.1492 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1492 	EXP 	Sound  started
8.1655 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1655 	EXP 	Sound  started
8.1828 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1828 	EXP 	Sound  started
8.1996 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.1997 	EXP 	Sound  started
8.2160 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2160 	EXP 	Sound  started
8.2324 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2324 	EXP 	Sound  started
8.2488 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2488 	EXP 	Sound  started
8.2663 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2663 	EXP 	Sound  started
8.2826 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2826 	EXP 	Sound  started
8.2990 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.2990 	EXP 	Sound  started
8.3163 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3163 	EXP 	Sound  started
8.3327 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3327 	EXP 	Sound  started
8.3490 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3490 	EXP 	Sound  started
8.3663 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3664 	EXP 	Sound  started
8.3827 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3827 	EXP 	Sound  started
8.3991 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.3991 	EXP 	Sound  started
8.4163 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4163 	EXP 	Sound  started
8.4325 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4326 	EXP 	Sound  started
8.4491 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4491 	EXP 	Sound  started
8.4666 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4666 	EXP 	Sound  started
8.4829 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4829 	EXP 	Sound  started
8.4993 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.4994 	EXP 	Sound  started
8.5157 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.5157 	EXP 	Sound  started
8.5331 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.5332 	EXP 	Sound  started
8.5493 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.5493 	EXP 	Sound  started
8.5658 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.5658 	EXP 	Sound  started
8.5824 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
8.5824 	EXP 	Sound  started
