2.6911 	EXP 	Imported test.csv as conditions, 3 conditions, 3 params
10.9760 	EXP 	Set movie movie=videos/bandit_ref_rock.avi
10.9760 	EXP 	MovieStim: pos = None
10.9760 	EXP 	MovieStim: depth = None
10.9760 	EXP 	MovieStim: colorSpace = None
10.9760 	EXP 	MovieStim: opacity = None
10.9760 	EXP 	MovieStim: size = None
10.9760 	EXP 	MovieStim: ori = None
10.9760 	EXP 	MovieStim: autoLog = None
10.9760 	EXP 	MovieStim: units = None
10.9760 	EXP 	Set movie movie=videos/bandit_ref_rock.avi
10.9760 	EXP 	MovieStim: pos = None
10.9760 	EXP 	MovieStim: depth = None
10.9760 	EXP 	MovieStim: colorSpace = None
10.9760 	EXP 	MovieStim: opacity = None
10.9760 	EXP 	MovieStim: size = None
10.9760 	EXP 	MovieStim: ori = None
10.9760 	EXP 	MovieStim: autoDraw = None
10.9760 	EXP 	MovieStim: autoDraw = None
11.9519 	DATA 	Mouse: Left button down, pos=(1666,858)
11.9532 	EXP 	Imported images.csv as conditions, 5 conditions, 4 params
11.9534 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
11.9544 	EXP 	New trial (rep=0, index=0): {'color': u'Red', 'verb': u'On', 'names': u'mountie', 'object': u'Stool'}
11.9702 	EXP 	MovieStim: autoDraw = None
11.9702 	EXP 	MovieStim: autoDraw = None
11.9702 	EXP 	Set image_2 image=images/mountieOnRedStool.png
11.9702 	EXP 	ImageStim: autoDraw = None
12.1187 	DATA 	Mouse: Left button up, pos=(1666,857)
12.8353 	DATA 	Mouse: Left button down, pos=(1417,851)
12.8364 	EXP 	New trial (rep=0, index=1): {'color': u'Red', 'verb': u'With', 'names': u'hunter', 'object': u'Stool'}
12.8516 	EXP 	ImageStim: autoDraw = None
12.8516 	EXP 	Set image_2 image=images/hunterWithRedStool.png
12.8516 	EXP 	ImageStim: autoDraw = None
12.9686 	DATA 	Mouse: Left button up, pos=(1418,843)
13.1850 	DATA 	Mouse: Left button down, pos=(1418,843)
13.1858 	EXP 	New trial (rep=0, index=2): {'color': u'Red', 'verb': u'On', 'names': u'hunter', 'object': u'Stool'}
13.2015 	EXP 	ImageStim: autoDraw = None
13.2015 	EXP 	Set image_2 image=images/hunterOnRedStool.png
13.2015 	EXP 	ImageStim: autoDraw = None
13.3016 	DATA 	Mouse: Left button up, pos=(1418,843)
13.4351 	DATA 	Mouse: Left button down, pos=(1418,843)
13.4358 	EXP 	New trial (rep=0, index=3): {'color': u'Blue', 'verb': u'Nextto', 'names': u'hunter', 'object': u'Stool'}
13.4516 	EXP 	ImageStim: autoDraw = None
13.4516 	EXP 	Set image_2 image=images/hunterNexttoBlueStool.png
13.4516 	EXP 	ImageStim: autoDraw = None
13.5183 	DATA 	Mouse: Left button up, pos=(1418,843)
13.6519 	DATA 	Mouse: Left button down, pos=(1418,843)
13.6527 	EXP 	New trial (rep=0, index=4): {'color': u'Red', 'verb': u'On', 'names': u'mountie', 'object': u'Skateboard'}
13.6686 	EXP 	ImageStim: autoDraw = None
13.6686 	EXP 	Set image_2 image=images/mountieOnRedSkateboard.png
13.6686 	EXP 	ImageStim: autoDraw = None
13.7518 	DATA 	Mouse: Left button up, pos=(1418,843)
13.9851 	DATA 	Mouse: Left button down, pos=(1418,843)
