2.5670 	EXP 	Imported images.csv as conditions, 5 conditions, 9 params
16.2404 	EXP 	MovieStim: ori = None
16.2404 	EXP 	MovieStim: autoLog = None
16.2404 	EXP 	MovieStim: units = None
16.2404 	EXP 	Set movie movie=videos/bandit_ref_headbutt.avi
16.2404 	EXP 	MovieStim: pos = None
16.2404 	EXP 	MovieStim: depth = None
16.2404 	EXP 	MovieStim: colorSpace = None
16.2404 	EXP 	MovieStim: opacity = None
16.2404 	EXP 	MovieStim: size = None
16.2404 	EXP 	MovieStim: ori = None
16.2404 	EXP 	MovieStim: autoDraw = None
16.3244 	DATA 	Mouse: Left button up, pos=(560,342)
17.8923 	EXP 	Set movie finished
18.5755 	EXP 	MovieStim: autoDraw = None
19.0918 	EXP 	MovieStim: autoDraw = None
19.6105 	DATA 	Mouse: Left button down, pos=(229,385)
19.6119 	EXP 	Set  sound=button.wav
19.6123 	EXP 	Set  sound=bad.wav
19.6293 	EXP 	Imported images2.csv as conditions, 5 conditions, 9 params
19.6296 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
19.6308 	EXP 	New trial (rep=0, index=0): {'soundverb': u'forp', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'verb': u'On', 'names': u'mountie', 'soundreceiver': u'doakla', 'type': u'image', 'soundactor': u'barsu'}
19.6428 	EXP 	MovieStim: autoDraw = None
19.6428 	EXP 	MovieStim: autoDraw = None
19.6428 	EXP 	Set text text=Hello this is trial three
19.6428 	EXP 	TextStim: autoDraw = None
19.6428 	EXP 	ImageStim: autoDraw = None
19.9431 	DATA 	Mouse: Left button up, pos=(229,385)
21.0618 	DATA 	Mouse: Left button down, pos=(229,385)
21.0726 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
21.0726 	EXP 	Sound  started
21.0776 	EXP 	TextStim: autoDraw = None
21.0776 	EXP 	ImageStim: autoDraw = None
21.0776 	EXP 	Set image_2 image=images/mountieOnRedStool.png
21.0776 	EXP 	ImageStim: autoDraw = None
21.2282 	DATA 	Mouse: Left button up, pos=(229,385)
21.6288 	DATA 	Mouse: Left button down, pos=(229,385)
21.6302 	EXP 	New trial (rep=0, index=1): {'soundverb': u'moship', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'verb': u'On', 'names': u'hunter', 'soundreceiver': u'doakla', 'type': u'image', 'soundactor': u'barsu'}
21.6399 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
21.6399 	EXP 	Sound  started
21.6443 	EXP 	ImageStim: autoDraw = None
21.6443 	EXP 	Set image_2 image=images/hunterOnRedStool.png
21.6443 	EXP 	ImageStim: autoDraw = None
21.7450 	DATA 	Mouse: Left button up, pos=(229,385)
21.8791 	DATA 	Mouse: Left button down, pos=(229,385)
21.8803 	EXP 	New trial (rep=0, index=2): {'soundverb': u'doakla', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'verb': u'On', 'names': u'hunter', 'soundreceiver': u'barsu', 'type': u'image', 'soundactor': u'kyse'}
21.8903 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
21.8903 	EXP 	Sound  started
21.8959 	EXP 	ImageStim: autoDraw = None
21.8959 	EXP 	Set image_2 image=images/hunterOnRedStool.png
21.8959 	EXP 	ImageStim: autoDraw = None
22.0123 	DATA 	Mouse: Left button up, pos=(229,385)
22.1116 	DATA 	Mouse: Left button down, pos=(229,385)
22.1130 	EXP 	New trial (rep=0, index=3): {'soundverb': u'moship', 'color': u'Blue', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'verb': u'On', 'names': u'hunter', 'soundreceiver': u'doakla', 'type': u'image', 'soundactor': u'barsu'}
22.1393 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
22.1393 	EXP 	Sound  started
22.1450 	EXP 	ImageStim: autoDraw = None
22.1450 	EXP 	Set image_2 image=images/hunterOnBlueStool.png
22.1450 	EXP 	ImageStim: autoDraw = None
22.2793 	DATA 	Mouse: Left button up, pos=(229,385)
22.6623 	DATA 	Mouse: Left button down, pos=(229,385)
22.6634 	EXP 	New trial (rep=0, index=4): {'soundverb': u'doakla', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Skateboard', 'verb': u'On', 'names': u'mountie', 'soundreceiver': u'barsu', 'type': u'image', 'soundactor': u'kyse'}
22.6727 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
22.6728 	EXP 	Sound  started
22.6794 	EXP 	ImageStim: autoDraw = None
22.6794 	EXP 	Set image_2 image=images/mountieOnRedSkateboard.png
22.6794 	EXP 	ImageStim: autoDraw = None
22.8123 	DATA 	Mouse: Left button up, pos=(229,385)
23.0293 	DATA 	Mouse: Left button down, pos=(229,385)
