2.7470 	EXP 	Imported test.csv as conditions, 3 conditions, 11 params
9.2801 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.2801 	EXP 	Sound  started
9.2961 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.2961 	EXP 	Sound  started
9.3134 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.3134 	EXP 	Sound  started
9.3300 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.3300 	EXP 	Sound  started
9.3466 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.3466 	EXP 	Sound  started
9.3627 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.3627 	EXP 	Sound  started
9.3804 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.3805 	EXP 	Sound  started
9.3968 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.3968 	EXP 	Sound  started
9.4135 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.4135 	EXP 	Sound  started
9.4297 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.4297 	EXP 	Sound  started
9.4470 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.4470 	EXP 	Sound  started
9.4632 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.4632 	EXP 	Sound  started
9.4808 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.4808 	EXP 	Sound  started
9.4966 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.4966 	EXP 	Sound  started
9.5141 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.5142 	EXP 	Sound  started
9.5300 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.5300 	EXP 	Sound  started
9.5474 	DATA 	Mouse: Left button down, pos=(224,344)
9.5486 	EXP 	Set  sound=button.wav
9.5491 	EXP 	Set  sound=bad.wav
9.5492 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
9.5492 	EXP 	Sound  started
9.5498 	EXP 	New trial (rep=0, index=2): {'receivertwo': u'ref', 'soundverb': u'doakla', 'verbtwo': u'headbutt', 'welcometext': u'My name is alien the alien and I will be showing you some experiments today', 'actor': u'bandit', 'verb': u'rock', 'receiver': u'ref', 'soundreceiver': u'barsu', 'type': u'video', 'soundactor': u'kyse', 'actortwo': u'bandit'}
9.5556 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
9.5557 	EXP 	Sound  started
9.9520 	DATA 	Mouse: Left button up, pos=(224,344)
10.0811 	EXP 	MovieStim: autoDraw = None
10.0811 	EXP 	MovieStim: autoDraw = None
10.0811 	EXP 	MovieStim: autoLog = None
10.0811 	EXP 	MovieStim: units = None
10.0811 	EXP 	Set movie movie=videos/bandit_ref_rock.avi
10.0811 	EXP 	MovieStim: pos = None
10.0811 	EXP 	MovieStim: depth = None
10.0811 	EXP 	MovieStim: colorSpace = None
10.0811 	EXP 	MovieStim: opacity = None
10.0811 	EXP 	MovieStim: size = None
10.0811 	EXP 	MovieStim: ori = None
10.0811 	EXP 	MovieStim: autoLog = None
10.0811 	EXP 	MovieStim: units = None
10.0811 	EXP 	Set movie movie=videos/bandit_ref_headbutt.avi
10.0811 	EXP 	MovieStim: pos = None
10.0811 	EXP 	MovieStim: depth = None
10.0811 	EXP 	MovieStim: colorSpace = None
10.0811 	EXP 	MovieStim: opacity = None
10.0811 	EXP 	MovieStim: size = None
10.0811 	EXP 	MovieStim: ori = None
10.0811 	EXP 	MovieStim: autoDraw = None
10.0811 	EXP 	MovieStim: autoDraw = None
10.0814 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.0814 	EXP 	Sound  started
10.0972 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.0972 	EXP 	Sound  started
10.1135 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.1135 	EXP 	Sound  started
10.1306 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.1306 	EXP 	Sound  started
10.1478 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.1478 	EXP 	Sound  started
10.1639 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.1639 	EXP 	Sound  started
10.1802 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.1802 	EXP 	Sound  started
10.1972 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.1972 	EXP 	Sound  started
10.2148 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.2149 	EXP 	Sound  started
10.2310 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.2310 	EXP 	Sound  started
10.2473 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.2473 	EXP 	Sound  started
10.2638 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.2638 	EXP 	Sound  started
10.2814 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.2815 	EXP 	Sound  started
10.2978 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.2978 	EXP 	Sound  started
10.3136 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.3136 	EXP 	Sound  started
10.3308 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.3308 	EXP 	Sound  started
10.3643 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.3644 	EXP 	Sound  started
10.3855 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.3855 	EXP 	Sound  started
10.3978 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.3978 	EXP 	Sound  started
10.4149 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.4149 	EXP 	Sound  started
10.4308 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.4309 	EXP 	Sound  started
10.4480 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.4480 	EXP 	Sound  started
10.4644 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.4644 	EXP 	Sound  started
10.4804 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.4804 	EXP 	Sound  started
10.4978 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.4978 	EXP 	Sound  started
10.5145 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
10.5145 	EXP 	Sound  started
