2.9396 	EXP 	Imported test.csv as conditions, 3 conditions, 11 params
4.3872 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.3872 	EXP 	Sound  started
4.4042 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4043 	EXP 	Sound  started
4.4208 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4208 	EXP 	Sound  started
4.4374 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4374 	EXP 	Sound  started
4.4540 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4540 	EXP 	Sound  started
4.4705 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4706 	EXP 	Sound  started
4.4869 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.4869 	EXP 	Sound  started
4.5035 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5035 	EXP 	Sound  started
4.5198 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5198 	EXP 	Sound  started
4.5375 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5375 	EXP 	Sound  started
4.5539 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5540 	EXP 	Sound  started
4.5706 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5706 	EXP 	Sound  started
4.5878 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.5878 	EXP 	Sound  started
4.6037 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
4.6037 	EXP 	Sound  started
4.6207 	DATA 	Mouse: Left button down, pos=(146,414)
5.0280 	DATA 	Mouse: Left button up, pos=(146,414)
5.1798 	EXP 	Set  sound=C
5.1823 	EXP 	Set  sound=button.wav
5.1827 	EXP 	Set  sound=bad.wav
5.1828 	EXP 	Set  sound=soundfiles/barsu_doakla_forp.wav
5.1828 	EXP 	Sound  started
5.1836 	EXP 	New trial (rep=0, index=1): {'receivertwo': u'chef', 'soundverb': u'moship', 'verbtwo': u'knockover', 'welcometext': u'My name is alien the alien and I will be showing you some experiments today', 'actor': u'bandit', 'verb': u'knockover', 'receiver': u'hunter', 'soundreceiver': u'doakla', 'type': u'video', 'soundactor': u'barsu', 'actortwo': u'bandit'}
5.1891 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.1891 	EXP 	Sound  started
5.5384 	DATA 	Mouse: Left button down, pos=(146,414)
5.5615 	DATA 	Mouse: Left button up, pos=(146,414)
5.7213 	EXP 	MovieStim: autoDraw = None
5.7213 	EXP 	MovieStim: autoDraw = None
5.7213 	EXP 	MovieStim: autoLog = None
5.7213 	EXP 	MovieStim: units = None
5.7213 	EXP 	Set movie movie=videos/bandit_hunter_knockover.avi
5.7213 	EXP 	MovieStim: pos = None
5.7213 	EXP 	MovieStim: depth = None
5.7213 	EXP 	MovieStim: colorSpace = None
5.7213 	EXP 	MovieStim: opacity = None
5.7213 	EXP 	MovieStim: size = None
5.7213 	EXP 	MovieStim: ori = None
5.7213 	EXP 	MovieStim: autoLog = None
5.7213 	EXP 	MovieStim: units = None
5.7213 	EXP 	Set movie movie=videos/bandit_chef_knockover.avi
5.7213 	EXP 	MovieStim: pos = None
5.7213 	EXP 	MovieStim: depth = None
5.7213 	EXP 	MovieStim: colorSpace = None
5.7213 	EXP 	MovieStim: opacity = None
5.7213 	EXP 	MovieStim: size = None
5.7213 	EXP 	MovieStim: ori = None
5.7213 	EXP 	MovieStim: autoDraw = None
5.7213 	EXP 	MovieStim: autoDraw = None
5.7216 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7216 	EXP 	Sound  started
5.7382 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7383 	EXP 	Sound  started
5.7550 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7550 	EXP 	Sound  started
5.7712 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7712 	EXP 	Sound  started
5.7878 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.7878 	EXP 	Sound  started
5.8043 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8043 	EXP 	Sound  started
5.8216 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8216 	EXP 	Sound  started
5.8386 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8386 	EXP 	Sound  started
5.8547 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8547 	EXP 	Sound  started
5.8712 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8712 	EXP 	Sound  started
5.8880 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.8880 	EXP 	Sound  started
5.9053 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.9053 	EXP 	Sound  started
5.9220 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.9220 	EXP 	Sound  started
5.9389 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.9389 	EXP 	Sound  started
5.9552 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.9552 	EXP 	Sound  started
5.9715 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.9715 	EXP 	Sound  started
5.9880 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
5.9880 	EXP 	Sound  started
6.0048 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.0048 	EXP 	Sound  started
6.0216 	DATA 	Mouse: Left button down, pos=(146,414)
6.0229 	EXP 	Set  sound=button.wav
6.0233 	EXP 	Set  sound=bad.wav
6.0234 	EXP 	Set  sound=soundfiles/barsu_doakla_moship.wav
6.0234 	EXP 	Sound  started
6.0239 	EXP 	New trial (rep=0, index=2): {'receivertwo': u'ref', 'soundverb': u'doakla', 'verbtwo': u'headbutt', 'welcometext': u'My name is alien the alien and I will be showing you some experiments today', 'actor': u'bandit', 'verb': u'rock', 'receiver': u'ref', 'soundreceiver': u'barsu', 'type': u'video', 'soundactor': u'kyse', 'actortwo': u'bandit'}
6.0300 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
6.0300 	EXP 	Sound  started
6.4249 	DATA 	Mouse: Left button up, pos=(146,414)
6.5550 	EXP 	MovieStim: autoDraw = None
6.5550 	EXP 	MovieStim: autoDraw = None
6.5550 	EXP 	MovieStim: autoLog = None
6.5550 	EXP 	MovieStim: units = None
6.5550 	EXP 	Set movie movie=videos/bandit_ref_rock.avi
6.5550 	EXP 	MovieStim: pos = None
6.5550 	EXP 	MovieStim: depth = None
6.5550 	EXP 	MovieStim: colorSpace = None
6.5550 	EXP 	MovieStim: opacity = None
6.5550 	EXP 	MovieStim: size = None
6.5550 	EXP 	MovieStim: ori = None
6.5550 	EXP 	MovieStim: autoLog = None
6.5550 	EXP 	MovieStim: units = None
6.5550 	EXP 	Set movie movie=videos/bandit_ref_headbutt.avi
6.5550 	EXP 	MovieStim: pos = None
6.5550 	EXP 	MovieStim: depth = None
6.5550 	EXP 	MovieStim: colorSpace = None
6.5550 	EXP 	MovieStim: opacity = None
6.5550 	EXP 	MovieStim: size = None
6.5550 	EXP 	MovieStim: ori = None
6.5550 	EXP 	MovieStim: autoDraw = None
6.5550 	EXP 	MovieStim: autoDraw = None
6.5553 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
6.5553 	EXP 	Sound  started
6.5716 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
6.5716 	EXP 	Sound  started
6.5884 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
6.5884 	EXP 	Sound  started
6.6055 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
6.6055 	EXP 	Sound  started
6.6224 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
6.6224 	EXP 	Sound  started
6.6383 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
6.6383 	EXP 	Sound  started
6.6550 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
6.6550 	EXP 	Sound  started
6.6724 	DATA 	Mouse: Left button down, pos=(146,414)
6.6736 	EXP 	Set  sound=button.wav
6.6740 	EXP 	Set  sound=bad.wav
6.6740 	EXP 	Set  sound=soundfiles/kyse_barsu_doakla.wav
6.6741 	EXP 	Sound  started
6.6762 	EXP 	Imported images.csv as conditions, 5 conditions, 6 params
6.6765 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
6.6775 	EXP 	New trial (rep=0, index=0): {'verb': u'On', 'names': u'mountie', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
6.6890 	EXP 	MovieStim: autoDraw = None
6.6890 	EXP 	MovieStim: autoDraw = None
6.6890 	EXP 	Set text text=Hello this is trial two
6.6890 	EXP 	TextStim: autoDraw = None
6.6890 	EXP 	ImageStim: autoDraw = None
6.9889 	DATA 	Mouse: Left button up, pos=(146,414)
7.2059 	DATA 	Mouse: Left button down, pos=(146,414)
7.2220 	EXP 	TextStim: autoDraw = None
7.2220 	EXP 	ImageStim: autoDraw = None
7.2220 	EXP 	Set image_2 image=images/mountieOnRedStool.png
7.2220 	EXP 	ImageStim: autoDraw = None
7.3398 	DATA 	Mouse: Left button up, pos=(146,414)
7.4900 	DATA 	Mouse: Left button down, pos=(146,414)
7.4908 	EXP 	New trial (rep=0, index=1): {'verb': u'With', 'names': u'hunter', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
7.5060 	EXP 	ImageStim: autoDraw = None
7.5060 	EXP 	Set image_2 image=images/hunterWithRedStool.png
7.5060 	EXP 	ImageStim: autoDraw = None
7.6067 	DATA 	Mouse: Left button up, pos=(146,414)
7.7232 	DATA 	Mouse: Left button down, pos=(146,414)
7.7239 	EXP 	New trial (rep=0, index=2): {'verb': u'On', 'names': u'hunter', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
7.7392 	EXP 	ImageStim: autoDraw = None
7.7392 	EXP 	Set image_2 image=images/hunterOnRedStool.png
7.7392 	EXP 	ImageStim: autoDraw = None
7.8570 	DATA 	Mouse: Left button up, pos=(146,414)
7.9569 	DATA 	Mouse: Left button down, pos=(146,414)
7.9577 	EXP 	New trial (rep=0, index=3): {'verb': u'Nextto', 'names': u'hunter', 'color': u'Blue', 'welcometext': u'Hello this is trial two', 'object': u'Stool', 'type': u'image'}
7.9727 	EXP 	ImageStim: autoDraw = None
7.9727 	EXP 	Set image_2 image=images/hunterNexttoBlueStool.png
7.9727 	EXP 	ImageStim: autoDraw = None
8.0564 	DATA 	Mouse: Left button up, pos=(146,414)
8.1404 	DATA 	Mouse: Left button down, pos=(146,414)
8.1412 	EXP 	New trial (rep=0, index=4): {'verb': u'On', 'names': u'mountie', 'color': u'Red', 'welcometext': u'Hello this is trial two', 'object': u'Skateboard', 'type': u'image'}
8.1560 	EXP 	ImageStim: autoDraw = None
8.1560 	EXP 	Set image_2 image=images/mountieOnRedSkateboard.png
8.1560 	EXP 	ImageStim: autoDraw = None
8.2570 	DATA 	Mouse: Left button up, pos=(146,414)
8.4910 	DATA 	Mouse: Left button down, pos=(146,414)
8.4923 	EXP 	Imported images2.csv as conditions, 5 conditions, 6 params
8.4926 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
8.4935 	EXP 	New trial (rep=0, index=0): {'verb': u'On', 'names': u'mountie', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'type': u'image'}
8.5073 	EXP 	ImageStim: autoDraw = None
8.5073 	EXP 	Set text text=Hello this is trial three
8.5073 	EXP 	TextStim: autoDraw = None
8.5073 	EXP 	ImageStim: autoDraw = None
8.8029 	DATA 	Mouse: Left button up, pos=(146,414)
8.9454 	DATA 	Mouse: Left button down, pos=(146,414)
9.0237 	EXP 	TextStim: autoDraw = None
9.0237 	EXP 	ImageStim: autoDraw = None
9.0237 	EXP 	Set image_2 image=images/mountieOnRedStool.png
9.0237 	EXP 	ImageStim: autoDraw = None
9.0911 	DATA 	Mouse: Left button up, pos=(146,414)
9.1908 	DATA 	Mouse: Left button down, pos=(146,414)
9.1916 	EXP 	New trial (rep=0, index=1): {'verb': u'On', 'names': u'hunter', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'type': u'image'}
9.2075 	EXP 	ImageStim: autoDraw = None
9.2075 	EXP 	Set image_2 image=images/hunterOnRedStool.png
9.2075 	EXP 	ImageStim: autoDraw = None
9.3082 	DATA 	Mouse: Left button up, pos=(146,414)
9.4740 	DATA 	Mouse: Left button down, pos=(146,414)
9.4748 	EXP 	New trial (rep=0, index=2): {'verb': u'On', 'names': u'hunter', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'type': u'image'}
9.4915 	EXP 	ImageStim: autoDraw = None
9.4915 	EXP 	Set image_2 image=images/hunterOnRedStool.png
9.4915 	EXP 	ImageStim: autoDraw = None
9.5919 	DATA 	Mouse: Left button up, pos=(146,414)
9.6908 	DATA 	Mouse: Left button down, pos=(146,414)
9.6916 	EXP 	New trial (rep=0, index=3): {'verb': u'On', 'names': u'hunter', 'color': u'Blue', 'welcometext': u'Hello this is trial three', 'object': u'Stool', 'type': u'image'}
9.7076 	EXP 	ImageStim: autoDraw = None
9.7076 	EXP 	Set image_2 image=images/hunterOnBlueStool.png
9.7076 	EXP 	ImageStim: autoDraw = None
9.7918 	DATA 	Mouse: Left button up, pos=(146,414)
9.8751 	DATA 	Mouse: Left button down, pos=(146,414)
9.8758 	EXP 	New trial (rep=0, index=4): {'verb': u'On', 'names': u'mountie', 'color': u'Red', 'welcometext': u'Hello this is trial three', 'object': u'Skateboard', 'type': u'image'}
9.8918 	EXP 	ImageStim: autoDraw = None
9.8918 	EXP 	Set image_2 image=images/mountieOnRedSkateboard.png
9.8918 	EXP 	ImageStim: autoDraw = None
10.0250 	DATA 	Mouse: Left button up, pos=(146,414)
10.3919 	DATA 	Mouse: Left button down, pos=(146,414)
